Bacteria_small_SRP,RF00169,Gene;,261,5217,Bacterial small signal recognition particle RNA
Bacteroid-trp,RF01692,Cis-reg;,35,120,Bacteroidete tryptophan peptide leader RNA
Bacteroidales-1,RF01693,Gene; sRNA;,41,154,Bacteroidales-1 RNA
Bacteroides-1,RF01694,Gene; sRNA;,40,116,Bacteroides-1 RNA
BaMV_CRE,RF00290,Cis-reg;,5,17,Bamboo mosaic potexvirus (BaMV) cis-regulatory element
bantam,RF00727,Gene; miRNA;,11,64,microRNA bantam
Betaproteobacteria_toxic_sRNA,RF02278,Gene; sRNA;,51,370,Betaproteobacteria toxic small RNA
beta_tmRNA,RF01850,Gene;,7,51,Betaproteobacteria transfer-messenger RNA
bicoid_3,RF00551,Cis-reg;,15,91,Bicoid 3'-UTR regulatory element
BjrC1505,RF02356,Gene; sRNA;,25,106,Alphaproteobacterial sRNA BjrC1505
BjrC174,RF02355,Gene; sRNA;,15,24,Bradyrhizobiaceae sRNA BjrC174
BjrC68,RF02353,Gene; sRNA;,12,19,Bradyrhizobiaceae sRNA BjrC68
BjrC80,RF02354,Gene; sRNA;,15,15,Bradyrhizobiaceae sRNA BjrC80
blv_FSE,RF01785,Cis-reg; frameshift_element;,2,11,ribosomal frameshift site
BLV_package,RF00192,Cis-reg;,5,7,Bovine leukaemia virus RNA packaging signal
BMV3_UPD-PK1,RF01108,Cis-reg;,2,6,Pseudoknot of upstream pseudoknot domain (UPD) of the 3'UTR
BMV3_UPD-PK3,RF01113,Cis-reg;,2,13,Pseudoknot of upstream pseudoknot domain (UPD) of the 3'UTR
Bp1_162,RF02420,Gene; sRNA;,11,79,Burkholderia sRNA Bp1_Cand612_SIPHT
Bp1_684,RF02421,Gene; sRNA;,14,120,Burkholderia sRNA Bp1_Cand684_SIPHT
Bp1_738,RF02422,Gene; sRNA;,21,78,Burkholderia sRNA Bp1_Cand738_SIPHT
Bp1_781,RF02423,Gene; sRNA;,15,78,Burkholderia sRNA Bp1_Cand871_SIPHT
Bp2_287,RF02424,Gene; sRNA;,14,70,Burkholderia sRNA Bp2_Cand287_SIPHT
BsrC,RF01410,Gene; sRNA;,29,435,BsrC
BsrF,RF01411,Gene; sRNA;,11,145,BsrF
BsrG,RF01412,Gene; sRNA;,6,155,BsrG
BTE,RF00434,Cis-reg;,17,105,Luteovirus cap-independent translation element (BTE)
bxd_1,RF01929,Gene; lncRNA;,6,28,Bithoraxoid conserved region 1
bxd_2,RF01930,Gene; lncRNA;,5,26,Bithoraxoid conserved region 2
bxd_3,RF01931,Gene; lncRNA;,4,32,Bithoraxoid conserved region 3
bxd_4,RF01932,Gene; lncRNA;,5,32,Bithoraxoid conserved region 4
bxd_5,RF01933,Gene; lncRNA;,5,32,Bithoraxoid conserved region 5
bxd_6,RF01934,Gene; lncRNA;,6,31,Bithoraxoid conserved region 6
bxd_7,RF01935,Gene; lncRNA;,3,22,Bithoraxoid conserved region 7
BYDV_5_UTR,RF01508,Cis-reg;,4,72,Barley yellow dwarf virus 5'UTR
c-di-GMP-I,RF01051,Cis-reg;,155,2231,Cyclic di-GMP-I riboswitch
c-di-GMP-II,RF01786,Cis-reg; riboswitch;,54,299,Cyclic di-GMP-II riboswitch
C0299,RF00119,Gene; sRNA;,5,278,C0299 RNA
C0465,RF00116,Gene; sRNA;,8,277,C0465 RNA
C0719,RF00117,Gene; sRNA;,9,241,C0719 RNA
C4,RF01695,Gene; antisense;,456,3639,C4 antisense RNA
CAESAR,RF00172,Cis-reg;,9,124,ctgf/hcs24 CAESAR
Cardiovirus_CRE,RF00453,Cis-reg;,4,36,Cardiovirus cis-acting replication element (CRE)
CbSR1,RF02557,Gene; sRNA;,2,7,Coxiella burnetii sRNA 1
CbSR12,RF02561,Gene; sRNA;,2,7,Coxiella burnetii sRNA 12
CbSR14,RF02562,Gene; sRNA;,2,9,Coxiella burnetii sRNA 14
CbSR2,RF02558,Gene; antisense;,2,7,Coxiella burnetii sRNA 2
CbSR3,RF02563,Gene; antisense;,2,139,Coxiella burnetii sRNA 3
CbSR4,RF02559,Gene; antisense;,2,7,Coxiella burnetii sRNA 4
CbSR9,RF02560,Gene; antisense;,2,7,Coxiella burnetii sRNA 9
CC0196,RF01519,Gene; sRNA;,2,6,Caulobacter sRNA CC0196
CC0734,RF01520,Gene; sRNA;,2,10,caulobacter sRNA CC0734
CC1840,RF01521,Gene; sRNA;,3,6,caulobacter sRNA CC1840
CC2171,RF01867,Gene; sRNA;,13,26,caulobacter sRNA CC2171
CC3513,RF01528,Gene; sRNA;,2,7,caulobacter sRNA CC3513
CC3552,RF01529,Gene; sRNA;,2,8,Cauldobacter sRNA CC3552
CC3664,RF01530,Gene; sRNA;,2,6,Caulobacter sRNA CC3664
CDKN2B-AS,RF01909,Gene; lncRNA;,25,59,CDKN2B antisense RNA 1 intronic convserved region
CDKN2B-AS_2,RF02044,Gene; lncRNA;,6,43,CDKN2B antisense RNA 1 convserved region 2
CDKN2B-AS_3,RF02045,Gene; lncRNA;,18,63,CDKN2B antisense RNA 1 convserved region 3
ceN100,RF01607,Gene; snRNA; snoRNA; HACA-box;,4,25,C. elegans snoRNA ceN100
ceN101,RF01664,Gene; snRNA; snoRNA; HACA-box;,4,22,Caenorhabditis snoRNA ceN101
ceN102,RF01608,Gene; snRNA; snoRNA; HACA-box;,4,12,Caenorhabditis snoRNA ceN80
ceN103,RF01609,Gene; snRNA; snoRNA; CD-box;,4,9,Caenorhabditis snoRNA ceN103
ceN104,RF01610,Gene; snRNA; snoRNA; HACA-box;,5,20,Caenorhabditis snoRNA ceN104
ceN105,RF01612,Gene; snRNA; snoRNA; HACA-box;,3,11,Nematode snoRNA ceN105
ceN106,RF01526,Gene; snRNA; snoRNA; CD-box;,3,10,C. elegans snoRNA ceN106
ceN108,RF01611,Gene; snRNA; snoRNA; CD-box;,3,23,Caenorhabditis snoRNA ceN108
ceN109,RF01613,Gene; snRNA; snoRNA; CD-box;,3,14,Nematode snoRNA ceN109
ceN110,RF01614,Gene; snRNA; snoRNA; HACA-box;,3,14,Caenorhabditis snoRNA ceN110
ceN111,RF01615,Gene; snRNA; snoRNA; CD-box;,3,14,Nematode snoRNA ceN111
ceN113,RF01617,Gene; snRNA; snoRNA; CD-box;,2,8,Caenorhabditis snoRNA ceN113
ceN114,RF01618,Gene; snRNA; snoRNA; CD-box;,3,12,Nematode snoRNA ceN114
ceN115,RF01619,Gene; sRNA;,2,7,C. elegans sRNA ceN115
ceN125,RF01620,Gene; snRNA; snoRNA; HACA-box;,4,14,Nematode snoRNA ceN125
ceN126,RF01621,Gene; snRNA; snoRNA; HACA-box;,3,10,Caenorhabditis snoRNA ceN126
ceN22,RF01622,Gene; snRNA; snoRNA; CD-box;,2,11,Nematode snoRNA ceN22
ceN23-1,RF01623,Gene; sRNA;,3,26,Caenorhabditis sRNA ceN23-1
ceN27,RF01624,Gene; snRNA; snoRNA; CD-box;,2,14,Nematode snoRNA ceN27
ceN28,RF01625,Gene; snRNA; snoRNA; CD-box;,4,10,Caenorhabditis snoRNA ceN28
ceN30,RF01626,Gene; snRNA; snoRNA; CD-box;,4,11,Caenorhabditis snoRNA ceN30
ceN33,RF01866,Gene; snRNA; snoRNA; CD-box;,5,11,C. elegans snoRNA ceN33
ceN36-1,RF01627,Gene; snRNA; snoRNA; HACA-box;,5,12,Nematode snoRNA ceN36-1
ceN38,RF01628,Gene; snRNA; snoRNA; HACA-box;,3,8,Caenorhabditis snoRNA ceN38
ceN39,RF01629,Gene; snRNA; snoRNA; HACA-box;,4,21,Nematode snoRNA ceN39
ceN40,RF01630,Gene; snRNA; snoRNA; CD-box;,4,23,Nematode snoRNA ceN40
ceN41,RF01631,Gene; snRNA; snoRNA; HACA-box;,3,13,Caenorhabditis snoRNA ceN41
ceN42,RF01632,Gene; snRNA; snoRNA; HACA-box;,3,9,Caenorhabditis snoRNA ceN42
ceN43,RF01633,Gene; snRNA; snoRNA; HACA-box;,4,11,Caenorhabditis snoRNA ceN43
ceN44,RF01634,Gene; snRNA; snoRNA; CD-box;,3,9,Caenorhabditis snoRNA ceN44
ceN45,RF01635,Gene; snRNA; snoRNA; HACA-box;,4,11,Caenorhabditis snoRNA ceN45
ceN46,RF01636,Gene; snRNA; snoRNA; HACA-box;,3,9,Caenorhabditis snoRNA ceN46
ceN47,RF01637,Gene; snRNA; snoRNA; CD-box;,6,26,Nematode snoRNA ceN47
ceN48,RF01638,Gene; snRNA; snoRNA; HACA-box;,5,11,Caenorhabditis snoRNA ceN48
ceN49,RF01639,Gene; snRNA; snoRNA; HACA-box;,3,11,Caenorhabditis snoRNA ceN49
ceN51,RF01640,Gene; snRNA; snoRNA; HACA-box;,3,11,Caenorhabditis snoRNA ceN51
ceN53,RF01641,Gene; snRNA; snoRNA; CD-box;,3,11,Caenorhabditis snoRNA ceN53
ceN54,RF01642,Gene; snRNA; snoRNA; CD-box;,3,13,Caenorhabditis snoRNA ceN54
ceN56,RF01643,Gene; sRNA;,4,10,Caenorhabditis sRNA ceN56
ceN58,RF01645,Gene; snRNA; snoRNA; HACA-box;,3,12,Nematode snoRNA ceN58
ceN59,RF01644,Gene; snRNA; snoRNA; HACA-box;,3,13,Caenorhabditis snoRNA ceN59
ceN61,RF01647,Gene; snRNA; snoRNA; CD-box;,4,11,Caenorhabditis snoRNA ceN61
ceN63,RF01646,Gene; snRNA; snoRNA; CD-box;,3,10,Caenorhabditis snoRNA ceN63
ceN65,RF01648,Gene; snRNA; snoRNA; CD-box;,3,10,Caenorhabditis snoRNA ceN65
ceN67,RF01649,Gene; snRNA; snoRNA; HACA-box;,3,8,Caenorhabditis snoRNA ceN67
ceN68,RF01650,Gene; snRNA; snoRNA; HACA-box;,2,2,Caenorhabditis snoRNA ceN48
ceN69,RF01651,Gene; snRNA; snoRNA; CD-box;,4,13,Caenorhabditis snoRNA ceN69
ceN70,RF01652,Gene; snRNA; snoRNA; CD-box;,3,11,Caenorhabditis snoRNA ceN70
ceN72-3_ceN74-2,RF01656,Gene; sRNA;,13,201,Nematode sRNA ceN72-3_ceN74-2
ceN80,RF01653,Gene; snRNA; snoRNA; HACA-box;,5,20,Caenorhabditis snoRNA ceN80
ceN81,RF01658,Gene; snRNA; snoRNA; HACA-box;,3,11,Caenorhabditis snoRNA ceN81
ceN82,RF01654,Gene; snRNA; snoRNA; HACA-box;,6,23,Caenorhabditis snoRNA ceN82
ceN84,RF01655,Gene; snRNA; snoRNA; HACA-box;,5,22,Caenorhabditis snoRNA ceN84
ceN86,RF01659,Gene; snRNA; snoRNA; CD-box;,2,9,Caenorhabditis snoRNA ceN86
ceN88,RF01660,Gene; snRNA; snoRNA; HACA-box;,6,34,Nematode snoRNA ceN88
ceN89,RF01662,Gene; snRNA; snoRNA; CD-box;,4,11,Caenorhabditis snoRNA ceN89
ceN92,RF01661,Gene; snRNA; snoRNA; HACA-box;,4,20,Caenorhabditis snoRNA ceN92
ceN93,RF01663,Gene; sRNA;,4,10,Caenorhabditis sRNA ceN93
Chlorobi-1,RF01696,Gene; sRNA;,15,16,Chlorobi-1 RNA
Chlorobi-RRM,RF01697,Cis-reg;,18,20,Chlorobi-RRM RNA
Chloroflexi-1,RF01698,Gene; sRNA;,3,5,Chloroflexi-1 RNA
cHP,RF00617,Cis-reg;,59,4498,flavivirus capsid hairpin cHP
ciona-mir-92,RF01117,Gene; miRNA;,2,3,Ciona microRNA mir-92
class_I_RNA,RF01414,Gene;,21,45,Class I RNA
Clostridiales-1,RF01699,Gene; sRNA;,194,600,Clostridiales-1 RNA
ClpQY_promoter,RF02401,Cis-reg;,39,526,ClpQY promoter
CLRN1-AS1,RF02089,Gene; lncRNA;,19,55,CLRN1 antisense RNA 1 conserved region
Cobalamin,RF00174,Cis-reg; riboswitch;,430,10339,Cobalamin riboswitch
Collinsella-1,RF01700,Gene; sRNA;,6,15,Collinsella-1 RNA
CopA,RF00042,Gene; antisense;,37,388,CopA-like RNA
Corona_FSE,RF00507,Cis-reg; frameshift_element;,23,555,Coronavirus frameshifting stimulation element
Corona_package,RF00182,Cis-reg;,3,90,Coronavirus packaging signal
Corona_pk3,RF00165,Cis-reg;,14,538,Coronavirus 3' UTR pseudoknot
Corona_SL-III,RF00496,Cis-reg;,5,43,Coronavirus SL-III cis-acting replication element (CRE)
CoTC_ribozyme,RF00621,Gene; ribozyme;,10,47,Beta-globin co-transcriptional cleavage ribozyme
CPEB3_ribozyme,RF00622,Gene; ribozyme;,12,101,Mammalian CPEB3 ribozyme
crcB,RF01734,Cis-reg;,287,1426,crcB RNA
CrcZ,RF01675,Gene; sRNA;,19,197,Pseudomonas sRNA CrcZ
CrfA,RF01527,Gene; sRNA;,2,12,Caulobacter sRNA CrfA
CRISPR-DR10,RF01323,Gene; CRISPR;,5,499,CRISPR RNA direct repeat element
CRISPR-DR11,RF01324,Gene; CRISPR;,5,38,CRISPR RNA direct repeat element
CRISPR-DR12,RF01325,Gene; CRISPR;,5,201,CRISPR RNA direct repeat element
CRISPR-DR13,RF01326,Gene; CRISPR;,4,334,CRISPR RNA direct repeat element
CRISPR-DR14,RF01327,Gene; CRISPR;,5,2248,CRISPR RNA direct repeat element
CRISPR-DR15,RF01329,Gene; CRISPR;,3,45,CRISPR RNA direct repeat element
CRISPR-DR16,RF01330,Gene; CRISPR;,6,406,CRISPR RNA direct repeat element
CRISPR-DR17,RF01328,Gene; CRISPR;,3,48,CRISPR RNA direct repeat element
CRISPR-DR18,RF01331,Gene; CRISPR;,6,97,CRISPR RNA direct repeat element
CRISPR-DR19,RF01332,Gene; CRISPR;,4,1368,CRISPR RNA direct repeat element
CRISPR-DR2,RF01315,Gene; CRISPR;,19,9303,CRISPR RNA direct repeat element
CRISPR-DR20,RF01333,Gene; CRISPR;,3,99,CRISPR RNA direct repeat element
CRISPR-DR21,RF01334,Gene; CRISPR;,2,658,CRISPR RNA direct repeat element
CRISPR-DR22,RF01335,Gene; CRISPR;,9,1294,CRISPR RNA direct repeat element
CRISPR-DR23,RF01336,Gene; CRISPR;,3,110,CRISPR RNA direct repeat element
CRISPR-DR24,RF01337,Gene; CRISPR;,4,745,CRISPR RNA direct repeat element
CRISPR-DR25,RF01338,Gene; CRISPR;,5,625,CRISPR RNA direct repeat element
CRISPR-DR26,RF01355,Gene; CRISPR;,4,261,CRISPR RNA direct repeat element
CRISPR-DR27,RF01339,Gene; CRISPR;,3,150,CRISPR RNA direct repeat element
CRISPR-DR28,RF01356,Gene; CRISPR;,3,669,CRISPR RNA direct repeat element
CRISPR-DR29,RF01340,Gene; CRISPR;,2,41,CRISPR RNA direct repeat element
CRISPR-DR3,RF01316,Gene; CRISPR;,20,1148,CRISPR RNA direct repeat element
CRISPR-DR30,RF01341,Gene; CRISPR;,3,19,CRISPR RNA direct repeat element
CRISPR-DR31,RF01357,Gene; CRISPR;,3,56,CRISPR RNA direct repeat element
CRISPR-DR32,RF01342,Gene; CRISPR;,2,34,CRISPR RNA direct repeat element
CRISPR-DR33,RF01343,Gene; CRISPR;,3,559,CRISPR RNA direct repeat element
CRISPR-DR34,RF01344,Gene; CRISPR;,5,474,CRISPR RNA direct repeat element
CRISPR-DR35,RF01345,Gene; CRISPR;,2,118,CRISPR RNA direct repeat element
CRISPR-DR36,RF01346,Gene; CRISPR;,3,174,CRISPR RNA direct repeat element
CRISPR-DR37,RF01347,Gene; CRISPR;,3,31,CRISPR RNA direct repeat element
CRISPR-DR38,RF01348,Gene; CRISPR;,5,109,CRISPR RNA direct repeat element
CRISPR-DR39,RF01358,Gene; CRISPR;,3,255,CRISPR RNA direct repeat element
CRISPR-DR4,RF01317,Gene; CRISPR;,33,10162,CRISPR RNA direct repeat element
CRISPR-DR40,RF01349,Gene; CRISPR;,3,65,CRISPR RNA direct repeat element
CRISPR-DR41,RF01350,Gene; CRISPR;,2,271,CRISPR RNA direct repeat element
CRISPR-DR42,RF01351,Gene; CRISPR;,3,6,CRISPR RNA direct repeat element
CRISPR-DR43,RF01352,Gene; CRISPR;,3,414,CRISPR RNA direct repeat element
CRISPR-DR44,RF01353,Gene; CRISPR;,3,69,CRISPR RNA direct repeat element
CRISPR-DR45,RF01354,Gene; CRISPR;,3,486,CRISPR RNA direct repeat element
CRISPR-DR46,RF01359,Gene; CRISPR;,2,5,CRISPR RNA direct repeat element
CRISPR-DR47,RF01360,Gene; CRISPR;,2,45,CRISPR RNA direct repeat element
CRISPR-DR48,RF01361,Gene; CRISPR;,2,16,CRISPR RNA direct repeat element
CRISPR-DR49,RF01362,Gene; CRISPR;,3,447,CRISPR RNA direct repeat element
CRISPR-DR5,RF01318,Gene; CRISPR;,12,2149,CRISPR RNA direct repeat element
CRISPR-DR50,RF01363,Gene; CRISPR;,2,57,CRISPR RNA direct repeat element
CRISPR-DR51,RF01364,Gene; CRISPR;,2,23,CRISPR RNA direct repeat element
CRISPR-DR52,RF01365,Gene; CRISPR;,2,50,CRISPR RNA direct repeat element
CRISPR-DR53,RF01366,Gene; CRISPR;,2,14,CRISPR RNA direct repeat element
CRISPR-DR54,RF01367,Gene; CRISPR;,2,53,CRISPR RNA direct repeat element
CRISPR-DR55,RF01368,Gene; CRISPR;,2,152,CRISPR RNA direct repeat element
CRISPR-DR56,RF01369,Gene; CRISPR;,2,95,CRISPR RNA direct repeat element
CRISPR-DR57,RF01370,Gene; CRISPR;,3,115,CRISPR RNA direct repeat element
CRISPR-DR58,RF01371,Gene; CRISPR;,2,312,CRISPR RNA direct repeat element
CRISPR-DR6,RF01319,Gene; CRISPR;,7,1022,CRISPR RNA direct repeat element
CRISPR-DR60,RF01373,Gene; CRISPR;,2,169,CRISPR RNA direct repeat element
CRISPR-DR61,RF01374,Gene; CRISPR;,2,108,CRISPR RNA direct repeat element
CRISPR-DR62,RF01375,Gene; CRISPR;,2,86,CRISPR RNA direct repeat element
CRISPR-DR63,RF01376,Gene; CRISPR;,2,37,CRISPR RNA direct repeat element
CRISPR-DR64,RF01377,Gene; CRISPR;,2,4,CRISPR RNA direct repeat element
CRISPR-DR65,RF01378,Gene; CRISPR;,2,101,CRISPR RNA direct repeat element
CRISPR-DR66,RF01379,Gene; CRISPR;,4,161,CRISPR RNA direct repeat element
CRISPR-DR7,RF01320,Gene; CRISPR;,10,1162,CRISPR RNA direct repeat element
CRISPR-DR8,RF01321,Gene; CRISPR;,5,70,CRISPR RNA direct repeat element
CRISPR-DR9,RF01322,Gene; CRISPR;,7,430,CRISPR RNA direct repeat element
cspA,RF01766,Cis-reg; thermoregulator;,15,3769,cspA thermoregulator
CsrB,RF00018,Gene; sRNA;,38,810,CsrB/RsmB RNA family
CsrC,RF00084,Gene; sRNA;,4,455,CsrC RNA family
csRNA,RF02379,Gene; sRNA;,48,976,Cia-dependent small RNA csRNA1
ctRNA_p42d,RF00489,Gene; antisense;,10,177,ctRNA
ctRNA_pGA1,RF00236,Gene; antisense;,15,36,ctRNA
ctRNA_pND324,RF00238,Gene; antisense;,48,129,ctRNA
ctRNA_pT181,RF00242,Gene; antisense;,16,97,ctRNA
CTV_rep_sig,RF00193,Cis-reg;,9,44,Citrus tristeza virus replication signal
Cyano-1,RF01701,Gene; sRNA;,265,409,Cyano-1 RNA
Cyano-2,RF01702,Gene; sRNA;,57,83,Cyano-2 RNA
cyano_tmRNA,RF01851,Gene;,27,190,Cyanobacteria transfer-messenger RNA
CyaR_RyeE,RF00112,Gene; sRNA;,17,538,CyaR/Rye RNA
DAOA-AS1_1,RF02090,Gene; lncRNA;,24,66,DAOA antisense RNA 1 conserved region 1
DAOA-AS1_2,RF02091,Gene; lncRNA;,24,100,DAOA antisense RNA 1 conserved region 2
DapZ,RF02551,Cis-reg;,6,202,ABC transporter regulator
DdR1,RF01559,Gene; snRNA; snoRNA; CD-box;,3,3,Dictyostelium snoRNA DdR1
